person_id	person_label	name_alt	birth_year	death_year	death_type	roles	city_of_origin_id	apostolic_connection	description	wikipedia_url	citations	notes
justus-i	Justus I	Justus of Jerusalem			natural	bishop	jerusalem-jerusalem		Bishop of Jerusalem (c.107–113) in the Eusebian list; minimal historical information.	https://en.wikipedia.org/wiki/Justus_of_Jerusalem	Eusebius, Eccl. Hist. 3.35	
kedron	Kedron	Cedon			natural	bishop	alexandria-alexandria		Bishop of Alexandria in the succession list; mentioned by Eusebius.		Eusebius, Eccl. Hist. 4.4	
king-abgar-v	King Abgar V	Abgar V	4	50	natural	king	edessa-sanl-urfa		King of Osroene (c.4 BC–7 AD and 13–50 AD); subject of the legendary correspondence with Jesus preserved in Eusebius; the letters are considered apocryphal by modern scholars but were influential in Eastern Christian tradition.	https://en.wikipedia.org/wiki/Abgar_V	Eusebius, Eccl. Hist. 1.13	
king-ezana	King Ezana	Ezana of Aksum		360	natural	king;patron	kingdom-of-aksum		Aksumite king (c.320-360) who converted to Christianity through Frumentius; the first Christian king of Ethiopia; his coins changed from pagan to Christian symbols after conversion.	https://en.wikipedia.org/wiki/Ezana_of_Aksum	Rufinus Ecclesiastical History 10.9; Ezana Stone inscriptions	Inscription stones document his conversion and military campaigns.
king-mirian-iii	King Mirian III			361	natural	king	mtskheta-mtskheta		King of Kartli (Iberia) who converted to Christianity c.327 after a miraculous healing attributed to Saint Nino; brought Christianity to Georgia.	https://en.wikipedia.org/wiki/Mirian_III_of_Iberia	Georgian Chronicles; Rufinus Ecclesiastical History 10.11	His conversion established Christianity as the state religion of Georgia.
king-tiridates-iii	King Tiridates III	Tiridates III of Armenia	250	330	natural	king			King of Armenia (c.287-330) who was converted to Christianity by Gregory the Illuminator c.301; Armenia became the first kingdom to adopt Christianity as state religion.	https://en.wikipedia.org/wiki/Tiridates_III_of_Armenia	Agathangelos History of Armenia; Faustus of Byzantium	His conversion traditionally dated to 301 CE.
knayi-thoma	Knayi Thoma	Thomas of Cana			unknown	missionary	edessa-sanl-urfa		Syrian Christian merchant who led a group of Christian immigrants to Kerala (India) c.345; regarded as a founder of the Saint Thomas Christian community (Knanaya) in India.	https://en.wikipedia.org/wiki/Thomas_of_Cana	Knanaya community tradition	
lazarus-of-bethany	Lazarus of Bethany				unknown	disciple	bethany-al-eizariya	Associated with Jesus' ministry in Bethany (John 11).	Figure in John whose raising is central to the narrative.	https://en.wikipedia.org/wiki/Lazarus_of_Bethany	https://en.wikipedia.org/wiki/Lazarus_of_Bethany	
leontius-of-antioch	Leontius of Antioch			357	natural	bishop;theologian	antioch-antakya		Bishop of Antioch (344–358); homoian Arian; permitted Arian hymns; managed the Arian-dominated Eastern church after the Council of Antioch (341).	https://en.wikipedia.org/wiki/Leontius_of_Antioch	Sozomen, Eccl. Hist. 3.5	
levi-matthew	Levi/Matthew	Matthew the Apostle;Levi			unknown	apostle;evangelist	capernaum-kefar-nahum	One of the Twelve; traditionally linked with the Gospel of Matthew.	Apostle traditionally associated with the Gospel of Matthew.	https://en.wikipedia.org/wiki/Matthew_the_Apostle	https://www.britannica.com/biography/Saint-Matthew;https://en.wikipedia.org/wiki/Matthew_the_Apostle	
liberius	Liberius			366	natural	bishop	rome-rome		Pope (352–366); exiled by Constantius II for refusing to condemn Athanasius; under pressure signed an Arian-leaning formula in exile; returned to Rome 358; his signature on the formula remains historically controversial.	https://en.wikipedia.org/wiki/Pope_Liberius	Hilary of Poitiers, Collectanea Antiariana	
linus	Linus				unknown	bishop		Mentioned in 2 Tim 4:21; later tradition connects him with Rome.	Named in 2 Timothy; later tradition lists Linus among early Roman bishops.	https://en.wikipedia.org/wiki/Pope_Linus	https://www.britannica.com/biography/St-Linus;https://en.wikipedia.org/wiki/Pope_Linus;https://biblehub.com/2_timothy/4-21.htm	2 Tim 4:21.
lois	Lois				unknown	layperson	lystra-hatunsaray		Grandmother of Timothy (2 Tim 1:5); praised by Paul for sincere faith; likely a Jewish believer.		2 Tim 1:5	
lucian-of-antioch	Lucian of Antioch	Saint Lucian	240	312	martyrdom	theologian;teacher;martyr	antioch-antakya		Antiochene theologian and biblical scholar; founded influential school of biblical interpretation; teacher of Arius and Eusebius of Nicomedia; martyred under Maximinus Daia.	https://en.wikipedia.org/wiki/Lucian_of_Antioch	Eusebius Ecclesiastical History 9.6; Philostorgius	His Arian-leaning theology influenced his students who formed the Arian party at Nicaea.
lucius-i	Lucius I			253	martyrdom	bishop	rome-rome		Pope (252–253); exiled by Trebonianus Gallus; returned before his death; Cyprian corresponded with him.	https://en.wikipedia.org/wiki/Pope_Lucius_I	Cyprian, Epistles 57–58; Eusebius, Eccl. Hist. 7.2	
lucius-of-cyrene	Lucius of Cyrene				unknown	prophet;teacher	cyrene-shahhat	Prophet/teacher at Antioch (Acts 13:1).	Named among prophets and teachers in the Antioch church (Acts 13:1).	https://en.wikipedia.org/wiki/Special:Search?search=Lucius%20of%20Cyrene	https://biblehub.com/acts/13-1.htm;https://en.wikipedia.org/wiki/Special:Search?search=Lucius%20of%20Cyrene	Acts 13:1.
luke	Luke	Luke the Evangelist			unknown	evangelist;author;missionary	antioch-antakya	Close coworker of Paul in tradition; attributed author of Luke–Acts.	Traditionally attributed author of the Gospel of Luke and Acts of the Apostles.	https://en.wikipedia.org/wiki/Luke_the_Evangelist	https://www.britannica.com/biography/Saint-Luke;https://en.wikipedia.org/wiki/Luke_the_Evangelist;https://biblehub.com/colossians/4-14.htm	Col 4:14; 2 Tim 4:11.
lydia	Lydia				unknown	convert;patron		First convert in Philippi in Acts 16.	Merchant in Philippi whose household was baptized; hosted Paul and companions.	https://en.wikipedia.org/wiki/Lydia_of_Thyatira	https://en.wikipedia.org/wiki/Lydia_of_Thyatira;https://biblehub.com/acts/16-14.htm	Acts 16:14–15.
macarius-i	Macarius I			335	natural	bishop	jerusalem-jerusalem		Bishop of Jerusalem (c.312–335); oversaw construction of the Church of the Holy Sepulchre under Constantine; present at Council of Nicaea (325) as a leading Nicene bishop.	https://en.wikipedia.org/wiki/Macarius_I_of_Jerusalem	Eusebius, Life of Constantine 3.25	
macedonius	Macedonius			362	natural	bishop	byzantium-istanbul		Bishop of Constantinople (c.342–360); semi-Arian; condemned the full divinity of the Holy Spirit; the Macedonian heresy (Pneumatomachi) is named after him.	https://en.wikipedia.org/wiki/Macedonius_I_of_Constantinople	Socrates, Eccl. Hist. 2.6	
manaen	Manaen	Menaen			unknown	prophet;teacher		Prophet/teacher at Antioch (Acts 13:1).	Named among prophets and teachers in the Antioch church (Acts 13:1).	https://en.wikipedia.org/wiki/Special:Search?search=Manaen	https://biblehub.com/acts/13-1.htm;https://en.wikipedia.org/wiki/Special:Search?search=Manaen	Acts 13:1.
marcellinus	Marcellinus			304	martyrdom	bishop	rome-rome		Pope (296–304); allegedly apostatized under Diocletian by offering incense to Roman gods; later tradition rehabilitated him; died 304 possibly by execution.	https://en.wikipedia.org/wiki/Pope_Marcellinus	Liber Pontificalis; Donatist polemic	
marcellus-i	Marcellus I	Marcellus		309	martyrdom	bishop	rome-rome		Pope (308–309); his brief pontificate was disrupted by Donatist-like controversy over lapsi; possibly died in servitude; commemorated as a martyr.	https://en.wikipedia.org/wiki/Pope_Marcellus_I	Liber Pontificalis; Damasus, Carmen 40	
marcellus-of-ancyra	Marcellus of Ancyra			374	unknown	bishop;theologian	ancyra-ankara		Bishop of Ancyra (314–374); anti-Arian; accused of Sabellianism for his Trinitarian theology; deposed multiple times; close ally of Athanasius; his theology influenced the Nicene Creed.	https://en.wikipedia.org/wiki/Marcellus_of_Ancyra	Epiphanius, Panarion 72	
marcellus-of-merida	Marcellus of Merida			298	martyrdom	bishop;martyr	emerita-augusta-merida		Bishop-centurion of Merida who renounced military service on a feast day (298); martyred under Maximian; his acts are well-preserved.	https://en.wikipedia.org/wiki/Marcellus_of_Tangier	Acta Marcelli	
marcion	Marcion	Marcion of Sinope	85	160	unknown	theologian	sinope-sinop		Shipowner and theologian from Sinope; moved to Rome c.140; excommunicated 144; taught that the OT God was a lesser demiurge distinct from the loving God of Jesus; founded extensive Marcionite network.	https://en.wikipedia.org/wiki/Marcion_of_Sinope	Tertullian Against Marcion; Irenaeus Against Heresies 1.27	His canon formation drove proto-orthodox NT canon development.
marcion-of-arles	Marcion of Arles				unknown	bishop	arelate-arles		Bishop of Arles who adopted Novatianism; deposed c.254; Cyprian of Carthage wrote to the Gallic bishops urging his removal.	https://en.wikipedia.org/wiki/Marcion_of_Arles	Cyprian, Epistle 68	
marcus-i	Marcus I	Mark I		336	natural	bishop	rome-rome		Pope (January–October 336); very brief pontificate; traditionally founded two basilicas in Rome.	https://en.wikipedia.org/wiki/Pope_Mark	Liber Pontificalis	
marinus	Marinus				martyrdom	bishop;martyr	caesarea-maritima-caesarea		Soldier martyr of Caesarea Maritima (c.262); about to be promoted to centurion but denounced as a Christian; beheaded; story preserved by Eusebius.	https://en.wikipedia.org/wiki/Marinus_(martyr)	Eusebius, Eccl. Hist. 7.15	
mark-the-evangelist	Mark the Evangelist	John Mark			unknown	evangelist;author;missionary	jerusalem-jerusalem	Associated with Peter in early tradition; coworker of Paul/Barnabas in Acts.	Traditionally linked to the Gospel of Mark and early mission activity.	https://en.wikipedia.org/wiki/Mark_the_Evangelist	https://www.britannica.com/biography/Saint-Mark-the-Evangelist;https://en.wikipedia.org/wiki/Mark_the_Evangelist;https://biblehub.com/acts/12-12.htm	Acts 12:12; Col 4:10.
martha-of-bethany	Martha of Bethany				unknown	disciple	bethany-al-eizariya	Associated with Jesus' ministry in Bethany.	Sister of Mary and Lazarus in the Gospels.	https://en.wikipedia.org/wiki/Martha	https://en.wikipedia.org/wiki/Martha;https://en.wikipedia.org/wiki/Special:Search?search=Martha%20of%20Bethany	
mary	Mary	Mary, Mother of Jesus; Blessed Virgin Mary; Theotokos	20		unknown	layperson	nazareth-nazareth	Mother of Jesus	Virgin mother of Jesus of Nazareth; wife of Joseph; central figure in the infancy narratives; present at the crucifixion (John 19:25) and in the upper room (Acts 1:14); venerated in Catholic and Orthodox tradition as Theotokos.	https://en.wikipedia.org/wiki/Mary,_mother_of_Jesus	Luke 1-2; Matt 1-2; John 2; 19:25; Acts 1:14	
mary-magdalene	Mary Magdalene	Mary of Magdala			unknown	disciple;witness		Witness to crucifixion and resurrection in Gospel narratives.	Disciple and prominent resurrection witness in the Gospels.	https://en.wikipedia.org/wiki/Mary_Magdalene	https://www.britannica.com/biography/Saint-Mary-Magdalene;https://en.wikipedia.org/wiki/Mary_Magdalene	
mary-of-bethany	Mary of Bethany				unknown	disciple	bethany-al-eizariya	Associated with Jesus' ministry in Bethany.	Sister of Martha and Lazarus in the Gospel of John.	https://en.wikipedia.org/wiki/Mary_of_Bethany	https://en.wikipedia.org/wiki/Mary_of_Bethany	
mary-of-rome	Mary (Romans 16)				unknown	disciple		Commended by Paul (Rom 16:6).	Named in Romans 16 as someone who worked hard for the community.	https://en.wikipedia.org/wiki/Special:Search?search=Mary%20%28Romans%2016%29	https://biblehub.com/romans/16-6.htm;https://en.wikipedia.org/wiki/Special:Search?search=Mary%20%28Romans%2016%29	Rom 16:6.
maternus	Maternus				natural	bishop	colonia-agrippina-cologne		Bishop of Cologne (and possibly Trier simultaneously); attended the Council of Rome (313) and the Council of Arles (314); one of the earliest attested bishops of Cologne.	https://en.wikipedia.org/wiki/Maternus_of_Cologne	Concilium Arelatense 314; Optatus of Mileve	
matthias	Matthias	Saint Matthias			unknown	apostle		Chosen to replace Judas Iscariot (Acts 1:21–26).	Apostle selected after the ascension to replace Judas Iscariot.	https://en.wikipedia.org/wiki/Matthias_the_Apostle	https://www.britannica.com/biography/Saint-Matthias;https://en.wikipedia.org/wiki/Matthias_the_Apostle;https://biblehub.com/acts/1-26.htm	
maximilla	Maximilla			179	unknown	theologian;missionary	pepuza-near-usak-exact-location-debated		Montanist prophetess; with Montanus and Priscilla, one of the three founding figures of the New Prophecy movement; claimed to be the last prophet before the end; her prophecies were recorded and circulated.	https://en.wikipedia.org/wiki/Maximilla_(Montanist)	Eusebius, Eccl. Hist. 5.16–17	
maximin	Maximin	Maximinus Daia	270	313	unknown	emperor	naissus-nis		Roman emperor (310–313); nephew of Galerius; fiercely persecuted Christians in the East even after the Edict of Serdica (311); defeated by Licinius at the Battle of Tzirallum (313); died shortly after.	https://en.wikipedia.org/wiki/Maximinus_II	Lactantius, De Mortibus Persecutorum 36–49	
maximus-of-alexandria	Maximus of Alexandria			282	natural	bishop	alexandria-alexandria		Bishop of Alexandria (c.264–282); received Paul of Samosata's condemnation; corresponded with Dionysius of Rome.	https://en.wikipedia.org/wiki/Maximus_of_Alexandria	Eusebius, Eccl. Hist. 7.28	
maximus-of-jerusalem	Maximus of Jerusalem	Maximus I of Jerusalem		350	natural	bishop	jerusalem-jerusalem		Bishop of Jerusalem (c.333–348); confessor who lost an eye under Maximinus Daia; succeeded Macarius; later ordained Cyril of Jerusalem.	https://en.wikipedia.org/wiki/Maximus_I_of_Jerusalem	Socrates, Eccl. Hist. 2.20	
mazabanes	Mazabanes			260	natural	bishop	jerusalem-jerusalem		Bishop of Jerusalem (c.251–260); succeeded Alexander of Jerusalem; minimal records survive.	https://en.wikipedia.org/wiki/Mazabanes	Eusebius, Eccl. Hist. 7.14	
meletius-of-lycopolis	Meletius of Lycopolis			325	natural	bishop			Bishop of Lycopolis in Egypt; founder of the Meletian Schism; clashed with Peter of Alexandria over re-admission of the lapsed during the Diocletianic persecution.	https://en.wikipedia.org/wiki/Meletius_of_Lycopolis	Epiphanius Panarion 68; Athanasius Apologia Contra Arianos	
melito-of-sardis	Melito of Sardis		100	180	unknown	bishop;apologist;author	sardis-sart		Bishop of Sardis (c.150-180); apologist; produced the first known list of OT books; wrote a Paschal homily (On Pascha) that is an early example of anti-Jewish rhetoric and high Christology.	https://en.wikipedia.org/wiki/Melito_of_Sardis	Eusebius Ecclesiastical History 4.26; On Pascha	On Pascha is an extraordinary example of early Christian liturgical rhetoric.
mensurius	Mensurius			311	natural	bishop	carthage-carthage		Bishop of Carthage (c.303–311); refused to surrender scriptures during Diocletian's persecution while hiding them; his death triggered the Caecilianist-Donatist schism.	https://en.wikipedia.org/wiki/Mensurius	Optatus of Mileve, Against the Donatists 1.16	
merocles	Merocles				natural	bishop	mediolanum-milan		Bishop of Milan; attended the Council of Arles (314); one of the earliest attested bishops of Milan.		Concilium Arelatense 314	
meropius	Meropius				unknown	layperson	tyre-tyre-sur		Philosopher-merchant of Tyre who transported Frumentius and Aedesius to Ethiopia c.316; killed when their ship was seized; his journey inadvertently initiated the Christianization of Ethiopia.	https://en.wikipedia.org/wiki/Frumentius	Rufinus, Eccl. Hist. 1.9	
metrophanes-of-byzantium	Metrophanes of Byzantium			314	natural	bishop	byzantium-istanbul		First bishop of Byzantium to be elevated to the status of archbishop; contemporary of Constantine; his successor Alexander became the first Bishop of Constantinople.	https://en.wikipedia.org/wiki/Metrophanes_of_Byzantium	Sozomen, Eccl. Hist. 2.3	
miltiades	Miltiades	Melchiades		314	natural	bishop	rome-rome		Pope (311–314); pontificate coincided with the Edict of Milan (313); presided over the Synod of Rome (313) that condemned Donatism.	https://en.wikipedia.org/wiki/Pope_Miltiades	Eusebius, Eccl. Hist. 8.14; Augustine, Epistle 43	
mnason	Mnason of Cyprus				unknown	disciple;host		Early disciple who hosted Paul (Acts 21:16).	Early disciple who hosted Paul and companions on arrival near Jerusalem.	https://en.wikipedia.org/wiki/Special:Search?search=Mnason	https://biblehub.com/acts/21-16.htm;https://en.wikipedia.org/wiki/Special:Search?search=Mnason	Acts 21:16.
montanus	Montanus			180	unknown	prophet;teacher			Phrygian prophet who claimed to be the mouthpiece of the Paraclete; founded the New Prophecy (Montanist) movement c.156-172; taught imminent eschatology and strict asceticism.	https://en.wikipedia.org/wiki/Montanus	Eusebius Ecclesiastical History 5.14-19; Tertullian	
narcissus-of-jerusalem	Narcissus of Jerusalem				natural	bishop	jerusalem-jerusalem		Bishop of Jerusalem (c.185–211); known for miracles (water into oil); falsely accused and went into hiding; returned to office; co-bishop with Alexander of Jerusalem in old age.	https://en.wikipedia.org/wiki/Narcissus_of_Jerusalem	Eusebius, Eccl. Hist. 6.9–11	
nereus	Nereus				unknown	disciple		Greeted by Paul (Rom 16:15).	Named in Romans 16 among Paul's greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Nereus	https://biblehub.com/romans/16-15.htm;https://en.wikipedia.org/wiki/Special:Search?search=Nereus	Rom 16:15.
nicanor	Nicanor				unknown	deacon		One of the Seven deacons (Acts 6:5).	Named among the Seven in Acts 6.	https://en.wikipedia.org/wiki/Special:Search?search=Nicanor%20%28biblical%20figure%29	https://biblehub.com/acts/6-5.htm;https://en.wikipedia.org/wiki/Special:Search?search=Nicanor%20%28biblical%20figure%29	
nicholas-of-myra	Nicholas of Myra	Saint Nicholas	270	343	natural	bishop	myra-demre		Bishop of Myra in Lycia (c.317-343); venerated for charitable acts; traditionally attended Nicaea (325); origin of the Santa Claus legend.	https://en.wikipedia.org/wiki/Nicholas_of_Myra	https://www.britannica.com/biography/Saint-Nicholas;https://en.wikipedia.org/wiki/Nicholas_of_Myra	Feast day 6 December; relics translated to Bari 1087.
nicodemus	Nicodemus				unknown	disciple		Associated with Jesus in John's Gospel.	Pharisee who appears in the Gospel of John; associated with Jesus' burial narrative.	https://en.wikipedia.org/wiki/Nicodemus	https://en.wikipedia.org/wiki/Nicodemus	
nicolas-of-antioch	Nicolas of Antioch	Nicholas (proselyte of Antioch)			unknown	deacon	antioch-antakya	One of the Seven deacons (Acts 6:5).	Named among the Seven in Acts 6 as a proselyte from Antioch.	https://en.wikipedia.org/wiki/Special:Search?search=Nicolas%20of%20Antioch	https://biblehub.com/acts/6-5.htm;https://en.wikipedia.org/wiki/Special:Search?search=Nicolas%20of%20Antioch	
nino-of-cappadocia	Nino of Cappadocia	Nino; Nune	296	338	natural	missionary	caesarea-cappadocia-kayseri		Cappadocian Christian woman who evangelized the Kingdom of Iberia (Georgia) c.327; her preaching converted Queen Nana and King Mirian III; regarded as Equal to the Apostles in Orthodox tradition.	https://en.wikipedia.org/wiki/Nino	Rufinus, Eccl. Hist. 1.10; Georgian Chronicle	
novatian	Novatian		200	258	martyrdom	bishop;theologian;author	rome-rome		Theologian and anti-pope of Rome (251); rigorist who opposed readmission of the lapsi; founded the Novatianist schism; first Latin theologian to write on the Trinity; martyred under Valerian.	https://en.wikipedia.org/wiki/Novatian	De Trinitate; De Cibis Judaicis	
nymphas	Nymphas	Nympha			unknown	layperson	laodicea-denizli-area		House church host greeted by Paul (Col 4:15); a woman in Laodicea or Colossae who hosted a Christian assembly.		Col 4:15	
olympas	Olympas				unknown	disciple		Greeted by Paul (Rom 16:15).	Named in Romans 16 among Paul's greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Olympas	https://biblehub.com/romans/16-15.htm;https://en.wikipedia.org/wiki/Special:Search?search=Olympas	Rom 16:15.
onesimus	Onesimus				unknown	convert		Connected to Philemon and Colossians.	Figure in Philemon; named in Colossians as returning with Tychicus.	https://en.wikipedia.org/wiki/Onesimus	https://en.wikipedia.org/wiki/Onesimus;https://biblehub.com/colossians/4-9.htm	Col 4:9; Philemon.
onesiphorus	Onesiphorus				unknown	disciple;benefactor		Commended in 2 Tim 1:16–18.	Commended in 2 Timothy for refreshing Paul and searching for him in Rome.	https://en.wikipedia.org/wiki/Special:Search?search=Onesiphorus	https://biblehub.com/2_timothy/1-16.htm;https://en.wikipedia.org/wiki/Special:Search?search=Onesiphorus	2 Tim 1:16–18.
origen	Origen	Origen of Alexandria; Oregenes Adamantius	184	253	unknown	theologian;teacher;author	alexandria-alexandria		Greatest early Christian biblical scholar; wrote Hexapla, Contra Celsum, De Principiis; pupil of Clement; suffered under Decius; later condemned posthumously.	https://en.wikipedia.org/wiki/Origen	https://www.britannica.com/biography/Origen;https://en.wikipedia.org/wiki/Origen	Condemned at 2nd Council of Constantinople (553) for speculative theology.
pachomius	Pachomius		292	348	natural	monk;bishop	thebes-luxor		Egyptian monk who founded the first cenobitic (communal) monastic movement c.320 at Tabennisi; established the Rule of Pachomius; his sister Mary founded the first women's monastery; by his death the Pachomian federation had thousands of monks.	https://en.wikipedia.org/wiki/Pachomius_the_Great	Life of Pachomius (Vita Prima Graeca)	
palut	Palut				unknown	bishop	edessa-sanl-urfa		Bishop of Edessa (c.180–200); ordained by Serapion of Antioch; his orthodox succession was contested by the Bardesanites; Palutians = orthodox Edessan Christians.	https://en.wikipedia.org/wiki/Palut	Doctrine of Addai; Eusebius, Eccl. Hist. 1.13	
pamphilus-of-caesarea	Pamphilus of Caesarea		240	309	martyrdom	theologian;librarian;martyr	caesarea-maritima-caesarea		Devoted disciple and biographer of Origen; founded library at Caesarea; teacher of Eusebius; martyred in the Diocletianic persecution.	https://en.wikipedia.org/wiki/Pamphilus_of_Caesarea	Eusebius Ecclesiastical History 7.32; Life of Pamphilus	Eusebius adopted his name (Eusebius Pamphili) in honor.
pantaenus	Pantaenus			200	natural	bishop;theologian;missionary	alexandria-alexandria		Head of the Alexandrian catechetical school (c.180–200); teacher of Clement of Alexandria; tradition records a missionary journey to India; first known head of the Alexandrian school.	https://en.wikipedia.org/wiki/Pantaenus	Eusebius, Eccl. Hist. 5.10	
papa-bar-aggai	Papa bar Aggai	Papa of Seleucia-Ctesiphon		329	natural	bishop;patriarch	seleucia-ctesiphon-al-madain		First catholicos of the Church of the East to assert primacy of Seleucia-Ctesiphon; reorganized the Mesopotamian church after Sasanid persecution.	https://en.wikipedia.org/wiki/Papa_bar_Aggai	Synodicon Orientale; Chronicle of Seert	
papias-of-hierapolis	Papias of Hierapolis		60	163	unknown	bishop;author	hierapolis-pamukkale	Disciple of John the Apostle according to Irenaeus.	Bishop of Hierapolis (c.110-163); wrote Exposition of Dominical Oracles in 5 volumes (largely lost); key early source for apostolic traditions including accounts of Matthew and Mark's gospels.	https://en.wikipedia.org/wiki/Papias_of_Hierapolis	Eusebius Ecclesiastical History 3.36-39; Irenaeus Against Heresies 5.33	
parmenas	Parmenas				unknown	deacon		One of the Seven deacons (Acts 6:5).	Named among the Seven in Acts 6.	https://en.wikipedia.org/wiki/Special:Search?search=Parmenas	https://biblehub.com/acts/6-5.htm;https://en.wikipedia.org/wiki/Special:Search?search=Parmenas	
patrobas	Patrobas				unknown	disciple		Greeted by Paul (Rom 16:14).	Named in Romans 16 among Paul's greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Patrobas	https://biblehub.com/romans/16-14.htm;https://en.wikipedia.org/wiki/Special:Search?search=Patrobas	Rom 16:14.
paul	Paul	Paul the Apostle;Saul of Tarsus	5	64	martyrdom	apostle;missionary;author;theologian	tarsus-tarsus	Apostle after conversion; worked with Jerusalem leaders; major Gentile missionary.	Missionary and letter-writer whose epistles are central to the New Testament and early church expansion.	https://en.wikipedia.org/wiki/Paul_the_Apostle	https://www.britannica.com/biography/Saint-Paul-the-Apostle;https://en.wikipedia.org/wiki/Paul_the_Apostle	Martyrdom in Rome is traditional; date approximate.
paul-of-cirta	Paul of Cirta				unknown	bishop	cirta-constantine		Donatist bishop of Cirta (Numidia); participant in the Donatist controversy of the early 4th century.		Optatus of Mileve, Against the Donatists	
paul-of-constantinople	Paul of Constantinople			350	unknown	bishop	byzantium-istanbul		Bishop of Constantinople (c.337–341; 344–351); Nicene; repeatedly deposed and exiled by Arian emperors; died in exile (possibly strangled) at Cucusus in Armenia.	https://en.wikipedia.org/wiki/Paul_I_of_Constantinople	Socrates, Eccl. Hist. 2.6; Sozomen, Eccl. Hist. 3.4	
paul-of-samosata	Paul of Samosata		200	275	unknown	bishop;theologian	samosata-samsat-submerged		Bishop of Antioch (c.260-272); taught a form of monarchian adoptionism; deposed by the Council of Antioch (268); supported by Queen Zenobia of Palmyra.	https://en.wikipedia.org/wiki/Paul_of_Samosata	Eusebius Ecclesiastical History 7.27-30; Council of Antioch acts	Council of Nicaea (325) required re-baptism of Paulianists.
paulinus	Paulinus	Paulinus of Antioch		388	natural	bishop	antioch-antakya		Bishop of the Nicene congregation at Antioch (361–388); ordained by Lucifer of Cagliari; rejected by the Eastern church as illegitimate; his disputed succession contributed to the Meletian schism.	https://en.wikipedia.org/wiki/Paulinus_of_Antioch	Epiphanius, Panarion 77	
paulinus-of-tyre	Paulinus of Tyre				natural	bishop;theologian	tyre-tyre-sur		Bishop of Tyre (c.313–330); Arian sympathizer; close to Eusebius of Caesarea; Eusebius dedicated his Ecclesiastical History to him.	https://en.wikipedia.org/wiki/Paulinus_of_Tyre	Eusebius, Eccl. Hist. dedication	
perpetua	Perpetua	Vibia Perpetua	182	203	martyrdom	martyr;author	carthage-carthage		North African noblewoman martyred with Felicitas (7 March 203); her prison diary is preserved in the Passio Perpetuae, one of the earliest writings by a Christian woman; she describes visions and her death in the arena.	https://en.wikipedia.org/wiki/Perpetua_and_Felicitas	Passio Sanctarum Perpetuae et Felicitatis	
persis	Persis				unknown	disciple		Commended by Paul (Rom 16:12).	Named in Romans 16 among Paul's greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Persis%20%28biblical%20figure%29	https://biblehub.com/romans/16-12.htm;https://en.wikipedia.org/wiki/Special:Search?search=Persis%20%28biblical%20figure%29	Rom 16:12.
peter	Peter	Simon Peter;Cephas		64	martyrdom	apostle;leader		One of the Twelve; leading figure in Jerusalem; associated with Rome in later tradition.	Leading apostle in early Christian proclamation; prominent in Acts and early memory.	https://en.wikipedia.org/wiki/Saint_Peter	https://www.britannica.com/biography/Saint-Peter-the-Apostle;https://en.wikipedia.org/wiki/Saint_Peter	Death under Nero is traditional; year approximate.
peter-of-alexandria	Peter of Alexandria			311	martyrdom	bishop;theologian;author	alexandria-alexandria		Bishop of Alexandria (c.300–311); opponent of Melitius of Lycopolis; wrote canons on readmission of the lapsed; beheaded under Maximin Daia; venerated as the last martyr of the Diocletianic persecution in Egypt.	https://en.wikipedia.org/wiki/Peter_I_of_Alexandria	Eusebius, Eccl. Hist. 8.13; Canons of Peter	
philemon	Philemon				unknown	leader		Recipient of Philemon; associated with house church.	Recipient of Paul's letter; associated with a house-church.	https://en.wikipedia.org/wiki/Philemon_(biblical_figure)	https://en.wikipedia.org/wiki/Philemon_(biblical_figure);https://biblehub.com/philemon/1.htm	Philemon 1.
philetus	Philetus				unknown	theologian	ephesus-selcuk-area		False teacher condemned alongside Hymenaeus (2 Tim 2:17); taught that the resurrection had already occurred; excommunicated by Paul.		2 Tim 2:17	
philip-apostle	Philip (Apostle)	Saint Philip			unknown	apostle		One of the Twelve.	Apostle mentioned in the Gospels.	https://en.wikipedia.org/wiki/Philip_the_Apostle	https://www.britannica.com/biography/Saint-Philip-the-Apostle;https://en.wikipedia.org/wiki/Philip_the_Apostle	
philip-the-evangelist	Philip the Evangelist	Philip the Deacon			unknown	deacon;evangelist;missionary		One of the Seven appointed in Jerusalem (Acts 6).	Evangelist in Acts; preached in Samaria and baptized the Ethiopian eunuch.	https://en.wikipedia.org/wiki/Philip_the_Evangelist	https://en.wikipedia.org/wiki/Philip_the_Evangelist;https://biblehub.com/acts/8-35.htm	Acts 8; 21:8.
philippus-of-gortyna	Philippus of Gortyna	Philip of Gortyna			unknown	bishop;author	gortyna-gortyna		Bishop of Gortyna (Crete) c.180; wrote a treatise against Marcion; cited by Eusebius.	https://en.wikipedia.org/wiki/Philip_of_Gortyna	Eusebius, Eccl. Hist. 4.25	
philogonius	Philogonius			324	natural	bishop	antioch-antakya		Bishop of Antioch (319–324); defended Nicene theology before the Council of Nicaea; praised by John Chrysostom in a homily.	https://en.wikipedia.org/wiki/Philogonius_of_Antioch	Sozomen, Eccl. Hist. 1.2	
