relation_id	source_type	source_id	relation_type	target_type	target_id	year_start	year_end	weight	polarity	certainty	evidence_note_id	citations
rel-pe-056	person	gregory-thaumaturgus	participated_in	event	decian-persecution	249	251	4	neutral	attested		Gregory Thaumaturgus, Canonical Letter (written after the Decian persecution to address lapsed and captured Christians in Pontus)
rel-pe-057	person	constantine-i	participated_in	event	synod-rome-donatism-313	313	313	5	neutral	attested		Constantine referred the Donatist dispute to Miltiades and convened the Synod; Eusebius, Vita Constantini 1.44–45
rel-pe-058	person	constantine-i	participated_in	event	council-of-arles-314	314	314	5	neutral	attested		Constantine convened the Council of Arles; attended in person (Eusebius, Vita Constantini 2.5)
rel-pe-059	person	constantine-i	participated_in	event	council-of-nicaea-325-ad	325	325	5	neutral	attested		Constantine presided at Nicaea, delivered opening address, influenced the adoption of homoousios
rel-pe-060	person	donatus-of-casae-nigrae	participated_in	event	council-of-arles-314	314	314	5	neutral	attested		Council of Arles ruled against Donatus; he was condemned again (Augustine, Contra Donat.)
rel-wd-043	work	irenaeus-against-heresies	affirms	doctrine	apostolic-succession	178	202	5	supports	attested		Against Heresies 3.3.1–4 (the Roman succession list; apostolic tradition as criterion of orthodoxy)
rel-wd-044	work	irenaeus-against-heresies	affirms	doctrine	canon-formation	178	202	5	supports	attested		Against Heresies 3.11.8 (the four Gospels as fourfold canon; against Marcion's single Gospel)
rel-wd-045	work	tertullian-adversus-marcionem	affirms	doctrine	canon-formation	200	213	5	supports	attested		Adversus Marcionem 4–5 (refutes Marcion's mutilated canon; defends Old Testament and four Gospels)
rel-wd-046	work	tertullian-adversus-marcionem	condemns	doctrine	marcionite-dualism	200	213	5	opposes	attested		Adversus Marcionem 1–3 (entire first three books refute Marcion's two-god dualism)
rel-wd-047	work	origen-contra-celsum	affirms	doctrine	logos-christology	246	248	5	supports	attested		Contra Celsum 2.31; 6.47 (Logos as divine mediator and rational principle of the universe)
rel-wd-048	work	origen-contra-celsum	condemns	doctrine	docetism	246	248	4	opposes	attested		Contra Celsum 2.16 (defends the reality of Christ's physical body against Celsus's mockery)
rel-wd-049	work	clement-alexandria-stromateis	affirms	doctrine	rule-of-faith	195	215	4	supports	attested		Stromateis 7.15 (the rule of faith as the criterion distinguishing true gnosis from heretical gnosis)
rel-wd-050	work	eusebius-ecclesiastical-history	affirms	doctrine	apostolic-succession	310	325	5	supports	attested		HE 1.1; 3.2–4 (the apostolic succession lists are the organizational backbone of the entire work)
rel-wd-051	work	eusebius-ecclesiastical-history	affirms	doctrine	canon-formation	310	325	5	supports	attested		HE 3.25 (Eusebius's famous four-category classification of canonical, disputed, spurious, and heretical texts)
rel-pd-066	person	eusebius-of-caesarea	affirms	doctrine	canon-formation	310	340	5	supports	attested		Eusebius HE 3.25 (the earliest systematic canon classification by category)
rel-pd-067	person	athanasius-of-alexandria	affirms	doctrine	nicene-trinitarian-theology	325	373	5	supports	attested		Athanasius, De Incarnatione; Orations Against the Arians; Epistula Festalis 39 (367)
rel-pd-068	person	athanasius-of-alexandria	affirms	doctrine	canon-formation	367	373	5	supports	attested		Athanasius, Festal Letter 39 (367 AD) — the earliest extant list of exactly the 27 books of the NT canon
rel-pd-069	person	irenaeus-of-lyon	affirms	doctrine	canon-formation	178	202	5	supports	attested		Against Heresies 3.11.8 (fourfold Gospel canon) and his extensive use of Paul and Acts as Scripture
rel-pd-070	person	origen	affirms	doctrine	canon-formation	220	254	4	supports	attested		Origen's homilies and commentaries cite Scripture with explicit discussion of disputed books; HE 6.25 (Eusebius quotes Origen's canon discussion)
rel-pd-071	person	dionysius-of-alexandria	affirms	doctrine	canon-formation	260	264	4	supports	attested		Dionysius's treatise On the Promises (Eusebius HE 7.25): literary analysis arguing the Book of Revelation was not written by the same John as the Gospel; earliest critical canon argument
rel-pd-072	person	hegesippus	affirms	doctrine	apostolic-succession	165	180	5	supports	attested		Hegesippus, Memoirs (Eusebius HE 4.22): compiled the earliest known Roman bishop succession list to demonstrate continuity of apostolic teaching
rel-wd-052	work	hegesippus-memoirs	affirms	doctrine	apostolic-succession	165	180	5	supports	attested		Memoirs (Eusebius HE 4.22): traced episcopal succession at Rome, Corinth, and Jerusalem to prove apostolic continuity against Gnostic claims
rel-wd-053	work	arius-thalia	affirms	doctrine	arianism	318	320	5	supports	attested		Thalia (Athanasius, Or. c. Ar. 1.5–6; De Synodis 15): Arius's own verse summary of his subordinationist theology
rel-wd-054	work	origen-homilies-luke	develops	doctrine	theotokos	233	240	4	supports	attested		Homilies on Luke, fragment 26.1 (earliest attested use of Theotokos for Mary)
rel-wd-055	work	julius-africanus-chronographiae	affirms	doctrine	canon-formation	212	221	3	supports	attested		Chronographiae synchronized biblical and secular history; the Letter to Aristides harmonized Gospel genealogies (earliest such attempt)
rel-pp-125	person	hegesippus	co-worker	person	anicetus	155	166	3	supports	attested		Eusebius HE 4.22 (Hegesippus visited Rome under Anicetus and stayed until Eleutherius)
rel-pp-126	person	julius-africanus	co-worker	person	origen	215	240	3	supports	attested		Julius Africanus, Letter to Origen on the Story of Susanna (Eusebius HE 6.31)
rel-wd-056	work	shepherd-of-hermas	affirms	doctrine	penitential-system	140	155	4	supports	attested		Mandate 4.3 (the single post-baptismal repentance teaching; foundational for penitential theology)
rel-wd-057	work	hippolytus-refutatio	condemns	doctrine	adoptionist-monarchianism	222	235	5	opposes	attested		Refutatio 7.23–24 (Hippolytus refutes Theodotus the Cobbler and the Artemonite school of adoptionism)
rel-wd-058	work	tertullian-adversus-praxeam	condemns	doctrine	patripassianism	213	220	5	opposes	attested		Adversus Praxeam (entire work written against Patripassianism; introduces tri-personal Trinitarian vocabulary)
rel-wd-059	work	origen-contra-celsum	condemns	doctrine	manichaean-dualism	246	248	3	opposes	probable		Contra Celsum 8.53 (Origen refutes dualist positions; later directly applicable to Manichaeism which emerged after Origen's death)
rel-wd-060	work	origen-contra-celsum	affirms	doctrine	veneration-of-saints	246	248	4	supports	attested		Contra Celsum 8.66 (earliest extended apologetic defense of Christian veneration of martyrs' graves)
rel-pd-073	person	praxeas	affirms	doctrine	patripassianism	190	210	5	supports	attested		Praxeas taught at Rome and Carthage that the Father himself suffered — classic Patripassianism (Tertullian, Adversus Praxeam 1–3)
rel-pd-074	person	novatian	condemns	doctrine	patripassianism	250	258	5	opposes	attested		Novatian, De Trinitate 26–27: extended refutation of Patripassianism/Modalism; distinguishes Father and Son clearly
rel-pd-075	person	mani	affirms	doctrine	manichaean-dualism	240	274	5	supports	attested		Mani's own teaching: two eternal, co-equal principles (Light and Darkness); attested in Kephalaia and Acta Archelai
rel-pd-076	person	theodotus-cobbler	affirms	doctrine	adoptionist-monarchianism	185	200	5	supports	attested		Hippolytus, Refutatio 7.23: Theodotus taught that Jesus was a mere man adopted as Son of God at his baptism
rel-pd-077	person	artemon	affirms	doctrine	adoptionist-monarchianism	270	280	4	supports	attested		Eusebius HE 5.28 (the Artemonite school continued adoptionist Monarchianism at Rome after Paul of Samosata)
rel-pd-078	person	tertullian	condemns	doctrine	patripassianism	200	220	5	opposes	attested		Adversus Praxeam (Tertullian's magnum opus on the Trinity; entire work refutes Patripassianism)
rel-pd-079	person	methodius-of-olympus	condemns	doctrine	apocatastasis	290	311	5	opposes	attested		Methodius, On Free Will; De Resurrectione: opposes Origen's universalism and apocatastasis explicitly
rel-pd-080	person	origen	affirms	doctrine	apocatastasis	230	254	5	supports	attested		De Principiis 1.6.3; 3.6.6 (the eventual universal restoration of all rational beings to God)
rel-pd-081	person	damasus-i	affirms	doctrine	veneration-of-saints	366	384	5	supports	attested		Damasus's epigrams on Roman catacombs systematized the cult of martyrs; his Ferrua-collected inscriptions are primary evidence
rel-pd-082	person	augustine-of-hippo	condemns	doctrine	manichaean-dualism	388	430	5	opposes	attested		Augustine's Contra Faustum (397), De Natura Boni (399), Contra Fortunatum (392): comprehensive refutation from a former Manichaean
rel-pd-083	person	cyprian-of-carthage	affirms	doctrine	penitential-system	248	258	5	supports	attested		De Lapsis (251) and the collected Epistles: the foundational African theology of post-baptismal penance and reconciliation of the lapsed
rel-pd-084	person	hippolytus	affirms	doctrine	veneration-of-saints	215	235	4	supports	attested		Hippolytus, Apostolic Tradition 34–38: the memento of martyrs at Eucharist; instructions for commemorating the dead
rel-pp-127	person	theodotus-cobbler	active_in	city	rome-rome	185	200	4		attested		Hippolytus, Refutatio 7.23: Theodotus came to Rome from Byzantium and taught there; excommunicated by Victor I
rel-pp-128	person	praxeas	active_in	city	rome-rome	190	210	4		attested		Tertullian, Adversus Praxeam 1: Praxeas came to Rome from Asia Minor and persuaded the Bishop of Rome to withdraw recognition of Montanism
rel-pp-129	person	praxeas	active_in	city	carthage-carthage	200	215	4		attested		Tertullian, Adversus Praxeam 1: Praxeas later came to Carthage; Tertullian wrote Adversus Praxeam there
rel-pp-130	person	mani	active_in	city	seleucia-ctesiphon-al-madain	240	274	5		attested		Mani spent his life in Mesopotamia; his headquarters were at Ctesiphon-Seleucia; he died in prison there in 274 CE
rel-pp-131	person	augustine-of-hippo	active_in	city	hippo-regius-annaba	391	430	5		attested		Augustine was bishop of Hippo Regius (modern Annaba, Algeria) from 391 until his death in 430
rel-pp-132	person	augustine-of-hippo	active_in	city	carthage-carthage	370	391	4		attested		Augustine studied and taught rhetoric at Carthage (370–383); returned there before accepting the bishopric of Hippo
rel-pp-133	person	ambrose	bishop_of	city	mediolanum-milan	374	397	5		attested		Ambrose was bishop of Milan (Mediolanum) from 374 until his death in 397; key see of the Western empire
rel-pp-134	person	augustine-of-hippo	active_in	city	mediolanum-milan	384	387	4		attested		Augustine was professor of rhetoric at Milan 384–387; baptized by Ambrose at Easter 387 (Confessions 5.13; 9.6)
rel-pp-135	person	ambrose	teacher_of	person	augustine-of-hippo	384	387	5	supports	attested		Augustine, Confessions 5.13–14; 9.5: Ambrose's preaching resolved Augustine's biblical difficulties; Augustine received baptism from Ambrose
rel-pp-136	person	methodius-of-olympus	bishop_of	city	hierapolis-pamukkale	280	311	4		attested		Methodius was bishop of Olympus in Lycia; later perhaps of Patara; martyred c.311 during the Great Persecution
rel-pp-137	person	lactantius	active_in	city	nicomedia-izmit	298	305	4		attested		Lactantius was imperial rhetoric teacher at Nicomedia c.298–305; witnessed the Great Persecution edicts there
rel-pp-138	person	lactantius	active_in	city	augusta-treverorum-trier	306	317	3		attested		Lactantius served as tutor to Constantine's son Crispus at Trier (Augusta Treverorum) from c.306
rel-pp-139	person	eusebius-of-caesarea	bishop_of	city	caesarea-maritima-caesarea	313	340	5		attested		Eusebius was bishop of Caesarea Maritima from c.313 until his death c.340; the city was the seat of his historical and scholarly work
rel-pp-140	person	lucian-of-antioch	active_in	city	antioch-antakya	270	312	5		attested		Lucian founded his famous scriptural school at Antioch; martyred 312 at Nicomedia; both Arius and Eusebius of Nicomedia were his students
rel-pp-141	person	arius	teacher_of	person	lucian-of-antioch	295	312	4	neutral	attested		Socrates HE 1.5; Sozomen HE 1.15: Arius was a student of Lucian of Antioch, who taught a subordinationist Logos theology that influenced Arius
rel-pp-142	person	donatus-magnus	bishop_of	city	carthage-carthage	315	355	5		attested		Donatus Magnus became the Donatist bishop of Carthage c.315 after the schism; led the movement for over 40 years
